Mod:Item:MetaData, Localized Name
thermalfoundation:tool.axe_platinum, Платиновый топор
thermalfoundation:tool.hoe_platinum, Платиновая мотыга
thermalfoundation:tool.bow_platinum, Платиновый укрепленный лук
thermalfoundation:tool.fishing_rod_platinum, Платиновая удочка
thermalfoundation:tool.shears_platinum, Платиновые ножницы
thermalfoundation:tool.sickle_platinum, Платиновый серп
thermalfoundation:tool.hammer_platinum, Платиновый молот
thermalfoundation:tool.excavator_platinum, Платиновый заступ
thermalfoundation:tool.shield_platinum, Платиновый щит
thermalfoundation:tool.sword_steel, Стальной меч
thermalfoundation:tool.shovel_steel, Стальная лопата
thermalfoundation:tool.pickaxe_steel, Стальная кирка
thermalfoundation:tool.axe_steel, Стальной топор
thermalfoundation:tool.hoe_steel, Стальная мотыга
thermalfoundation:tool.bow_steel, Стальной укрепленный лук
thermalfoundation:tool.fishing_rod_steel, Стальная удочка
thermalfoundation:tool.shears_steel, Стальные ножницы
thermalfoundation:tool.sickle_steel, Стальной серп
thermalfoundation:tool.hammer_steel, Стальной молот
thermalfoundation:tool.excavator_steel, Стальной заступ
thermalfoundation:tool.shield_steel, Стальной щит
thermalfoundation:tool.sword_electrum, Электрумовый меч
thermalfoundation:tool.shovel_electrum, Электрумовая лопата
thermalfoundation:tool.pickaxe_electrum, Электрумовая кирка
thermalfoundation:tool.axe_electrum, Электрумовый топор
thermalfoundation:tool.hoe_electrum, Электрумовая мотыга
thermalfoundation:tool.bow_electrum, Электрумовый укрепленный лук
thermalfoundation:tool.fishing_rod_electrum, Электрумовая удочка
thermalfoundation:tool.shears_electrum, Электрумовые ножницы
thermalfoundation:tool.sickle_electrum, Электрумовый серп
thermalfoundation:tool.hammer_electrum, Электрумовый молот
thermalfoundation:tool.excavator_electrum, Электрумовый заступ
thermalfoundation:tool.shield_electrum, Электрумовый щит
thermalfoundation:tool.sword_invar, Инваровый меч
thermalfoundation:tool.shovel_invar, Инваровая лопата
thermalfoundation:tool.pickaxe_invar, Инваровая кирка
thermalfoundation:tool.axe_invar, Инваровый топор
thermalfoundation:tool.hoe_invar, Инваровая мотыга
thermalfoundation:tool.bow_invar, Инваровый укрепленный лук
thermalfoundation:tool.fishing_rod_invar, Инваровая удочка
thermalfoundation:tool.shears_invar, Инваровые ножницы
thermalfoundation:tool.sickle_invar, Инваровый серп
thermalfoundation:tool.hammer_invar, Инваровый молот
thermalfoundation:tool.excavator_invar, Инваровый заступ
thermalfoundation:tool.shield_invar, Инваровый щит
thermalfoundation:tool.sword_bronze, Бронзовый меч
thermalfoundation:tool.shovel_bronze, Бронзовая лопата
thermalfoundation:tool.pickaxe_bronze, Бронзовая кирка
thermalfoundation:tool.axe_bronze, Бронзовый топор
thermalfoundation:tool.hoe_bronze, Бронзовая мотыга
thermalfoundation:tool.bow_bronze, Бронзовый укрепленный лук
thermalfoundation:tool.fishing_rod_bronze, Бронзовая удочка
thermalfoundation:tool.shears_bronze, Бронзовые ножницы
thermalfoundation:tool.sickle_bronze, Бронзовые серп
thermalfoundation:tool.hammer_bronze, Бронзовый молот
thermalfoundation:tool.excavator_bronze, Бронзовый заступ
thermalfoundation:tool.shield_bronze, Бронзовый щит
thermalfoundation:tool.sword_constantan, Константановый меч
thermalfoundation:tool.shovel_constantan, Константановая лопата
thermalfoundation:tool.pickaxe_constantan, Константановая кирка
thermalfoundation:tool.axe_constantan, Константановый топор
thermalfoundation:tool.hoe_constantan, Константановая мотыга
thermalfoundation:tool.bow_constantan, Константановый укрепленный лук
thermalfoundation:tool.fishing_rod_constantan, Константановая удочка
thermalfoundation:tool.shears_constantan, Константановые ножницы
thermalfoundation:tool.sickle_constantan, Константановый серп
thermalfoundation:tool.hammer_constantan, Константановый молот
thermalfoundation:tool.excavator_constantan, Константановый заступ
thermalfoundation:tool.shield_constantan, Константановый щит
thermalfoundation:tool.shears_wood, Деревянные ножницы
thermalfoundation:tool.sickle_wood, Деревянный серп
thermalfoundation:tool.hammer_wood, Деревянный молот
thermalfoundation:tool.excavator_wood, Деревянный заступ
thermalfoundation:tool.bow_stone, Каменный укрепленный лук
thermalfoundation:tool.fishing_rod_stone, Каменная удочка
thermalfoundation:tool.shears_stone, Каменные ножницы
thermalfoundation:tool.sickle_stone, Каменный серп
thermalfoundation:tool.hammer_stone, Каменный молот
thermalfoundation:tool.excavator_stone, Каменный заступ
thermalfoundation:tool.shield_stone, Каменный щит
thermalfoundation:tool.bow_iron, Железный укрепленный лук
thermalfoundation:tool.fishing_rod_iron, Железная удочка
thermalfoundation:tool.sickle_iron, Железный серп
thermalfoundation:tool.hammer_iron, Железный молот
thermalfoundation:tool.excavator_iron, Железный заступ
thermalfoundation:tool.shield_iron, Железный щит
thermalfoundation:tool.bow_diamond, Алмазный укрепленный лук
thermalfoundation:tool.fishing_rod_diamond, Алмазная удочка
thermalfoundation:tool.shears_diamond, Алмазные ножницы
thermalfoundation:tool.sickle_diamond, Алмазный серп
thermalfoundation:tool.hammer_diamond, Алмазный молот
thermalfoundation:tool.excavator_diamond, Алмазный заступ
thermalfoundation:tool.shield_diamond, Алмазный щит
thermalfoundation:tool.bow_gold, Золотой укрепленный лук
thermalfoundation:tool.fishing_rod_gold, Золотая удочка
thermalfoundation:tool.shears_gold, Золотые ножницы
thermalfoundation:tool.sickle_gold, Золотой серп
thermalfoundation:tool.hammer_gold, Золотой молот
thermalfoundation:tool.excavator_gold, Золотой заступ
thermalfoundation:tool.shield_gold, Золотой щит
thermalfoundation:horse_armor_copper, Медная конская броня
